,Core,Rim,Inv,Neg,Pos
ALDH7A1,6.592406094,6.640195136,7.154917339,5.255621847,3.937304533
ALDH8A1,2.415741606,2.310968731,2.614536532,1.850314066,0.841080437
ALDH9A1,7.460846524,7.524609853,7.664813129,5.983350449,4.127190938
ALDOB,1.368722585,1.384020171,1.872215294,0.612226097,0.775851933
ALDOC,9.431710379,9.420128079,10.28394857,6.943930901,6.000161109
ALG10,2.850748217,2.776078687,2.719132776,1.332223347,1.373429695
ALG10B,3.562166445,3.436154505,3.318252863,1.983283046,2.195467621
ALG12,5.13483285,5.25365531,5.129741294,4.531575291,3.573891852
ALG13,4.672821581,4.604454574,4.682344189,3.136706816,4.326354425
ALG14,5.459970705,5.499450549,5.618816957,4.251177618,3.129712582
ALG2,6.01838853,6.002789721,5.572175292,4.211167268,4.34513793
ALG5,6.346811488,6.394973965,6.1850359,5.212437881,5.279737085
ALG6,5.36642656,5.039892574,4.863501846,3.328687217,3.477489795
ALG8,6.036632376,6.017906264,5.874408914,4.29092683,4.166309829
ALK,2.147977592,2.232667536,2.322073809,1.109489794,0.551589394
ALKAL1,0.098610834,0.106369766,0.204323632,0.020260838,0.066003267
ALKAL2,2.068770965,2.418079565,2.256618602,2.431216108,1.729758625
ALKBH1,4.36365621,4.386783778,4.278312881,2.806578617,3.623117437
ALKBH2,6.322652443,6.270146111,6.004393494,4.523274848,3.973999762
ALKBH5,7.457285348,7.452349104,7.288574861,5.311799044,5.674984151
ALKBH7,7.044231905,7.171740594,7.242856145,7.03656107,6.851325886
ALKBH8,4.0852294,4.025224767,4.030723203,2.093411648,2.524209969
ALLC,0.256656505,0.286478274,0.3037432,0.1019946,0.235874814
ALMS1,3.742589658,3.59940513,3.6105734,2.515405062,3.074074711
ALMS1P1,1.714915192,1.452501217,1.716574192,0.385553379,0.831336476
ALOX12B,0.456376882,0.556341949,0.616750281,0.298968802,0.121686
ALOX12P2,1.374699924,1.638121692,1.724602401,1.367213477,0.62514704
ALOX15,0.504804269,0.58040772,0.36498524,0.124936334,0.348673713
ALOX15B,2.624614934,2.907144136,2.640700176,3.522879412,3.489553665
ALOX15P1,0.685081453,0.516554768,0.860233331,0.168977052,0.331119591
ALOX5,0.068725461,0.205866532,0.043869041,0.066354708,0.339682157
ALOX5AP,7.453614974,7.711631475,6.82528344,8.584595943,8.756650361
ALOXE3,0.534414313,0.726200161,0.949429809,0.190829706,0.234347729
ALPG,0.012928389,0.027802044,0.014674312,0.573266614,0.004112901
ALPI,0,0.017622025,0.005986579,0.1068304,0.17832345
ALPK1,3.049672308,3.224000515,2.817658998,2.141466123,2.568013712
ALPK2,1.773351383,1.570873929,0.368347148,0.692056106,1.735730511
ALPL,4.622799047,4.942894909,4.904036228,4.6903081,3.29530232
ALPP,0.050473751,0.12009149,0.013152036,0.042156974,0.207593338
ALS2,4.71081811,4.579022202,4.753641415,3.01817086,2.949415206
ALS2CL,2.441409299,2.593472362,2.758578282,1.344937695,2.098868919
ALX1,0.279262274,0.196472368,0.220099672,0.057627148,0.059337517
ALX3,4.16848262,4.16890323,4.05200142,1.954879825,1.785461884
ALX4,0.663723721,0.838592275,0.694976288,0.481413595,0.066532664
ALYREF,7.769450458,7.795008337,7.385101525,6.883914336,6.00323225
AMACR,4.773590129,4.867852963,4.953565023,3.038226803,2.658249156
AMBN,0.007325367,0.028518516,0.141543009,0,0
AMBP,0.195138261,0.168672446,0.18529496,0.061421499,0.082898079
AMDHD1,2.000545586,2.047029505,1.643302793,1.154413382,0.865218321
AMELY,0,0,0,0,0
AMER1,2.704912058,2.564902205,2.549444467,1.264999251,1.184340592
AMER2,5.016342082,5.733359098,6.794944868,4.962346617,5.011902422
AMER3,0.922614168,1.130712791,1.945938334,0.158319694,0.363448354
AMFR,7.938831974,7.924700138,7.961651196,5.280906123,4.693411409
AMHR2,0.038396228,0.03479719,0.031420736,0.066602682,0.008572691
AMIGO1,3.878608999,3.820149866,4.448287625,1.507929867,1.657850897
AMMECR1L,5.463731108,5.353622487,5.313381416,3.742286535,3.475376189
AMN,1.15369487,0.905958504,0.940339809,0.224221858,0.26873064
AMN1,4.97547471,5.034347038,5.521007504,4.227861208,2.775656524
AMOTL1,5.187187851,5.257855489,5.090970678,3.956750514,2.628693489
AMOTL2,6.005294737,6.1152928,6.43271624,4.88193446,4.083593644
AMPD1,0.091582165,0.092704001,0.013710104,0.066504106,0.015535674
AMPD2,6.509338156,6.439654264,6.521588149,5.350104855,5.130457237
AMPD3,4.795960142,5.168677218,4.92127071,4.807162947,5.646984979
AMPH,3.622784297,4.289680288,4.912133743,2.103425303,1.503215816
AMTN,0.013876782,0,0,0,0.809776317
AMY2A,0.357442026,0.360961536,0.526345861,0.065321559,0.040523126
AMZ1,2.847398782,2.990616275,3.474889315,2.171710744,1.52164463
AMZ2,0.092323583,0.506256527,0.369719564,0.059143733,0.117650443
AMZ2P1,5.281068913,5.227242189,5.3757125,5.010821089,4.908205649
ANAPC1,3.306509425,3.193565159,3.28000483,1.904475717,1.679221441
ANAPC11,7.95667957,8.002201923,7.805319803,7.4756164,6.270325869
ANAPC4,5.419957708,5.286244963,5.322236783,3.098793784,3.461970899
ANAPC5,6.039419512,6.083623716,6.253735254,4.256648515,4.56876251
ANAPC7,6.32617433,6.313331208,6.356180725,4.500723238,3.70798432
ANGEL1,5.665267077,5.698622229,6.09596906,4.217343165,4.22933026
ANGEL2,5.276306353,5.138061985,5.42802956,3.369449759,3.29955922
ANGPT1,3.21001133,3.118679428,3.03941793,1.651149105,0.494581284
ANGPT4,0.600684413,0.762487265,0.953355466,0.767498475,0.46531059
ANHX,0,0,0.009507005,0,0.007466579
ANK3,3.136076003,3.499270113,4.569109311,2.46610594,3.132335279
ANKDD1A,4.585038185,4.667417978,4.813439169,2.88754861,3.106973036
ANKDD1B,1.333546361,1.343353741,1.491787972,0.371740707,0.502136696
ANKFY1,6.701862236,6.590887941,6.697289648,4.266420128,3.782142468
ANKIB1,6.976226224,6.849779375,7.099261291,4.407366565,4.099642152
ANKK1,1.485392686,1.466106518,1.249826568,0.295013249,0.561310764
ANKLE2,6.310136879,6.29448527,6.182405875,4.209565946,4.222545537
ANKMY2,6.239987501,6.14844014,6.299126885,3.419766413,3.099350013
ANKRA2,5.671416104,5.579211879,5.545888068,4.324712245,4.264685929
ANKRD1,1.008072504,1.348495543,0.367468378,0.089629116,0.018378329
ANKRD10,8.054152814,8.025576894,7.775526447,6.005202676,5.180365654
ANKRD12,5.499507136,5.403174971,5.616152385,3.454229521,4.250816958
ANKRD13A,5.890685112,5.789939833,5.84855579,5.677499323,5.583965345
ANKRD13C,5.202194046,5.11040273,5.350312141,3.171499737,2.837047719
ANKRD13D,5.610058958,5.68037003,5.750887462,5.013247034,3.807825631
ANKRD17,6.046118152,5.994964113,6.126798473,4.226479718,3.700070692
ANKRD18B,0.241938139,0.231898653,0.654599725,0.011780585,0.016218599
ANKRD18DP,0.362177016,0.640135452,1.118738247,0.566584927,0.85883342
ANKRD2,0.955215007,1.225983386,1.672196759,0.134208571,0.5761216
ANKRD20A11P,0.037163075,0.054317655,0.069221175,1.062237354,0.014624937
ANKRD20A12P,0.182962226,0.190647819,0.082772677,0.084852767,0.015363062
ANKRD20A19P,0.207895266,0.305533759,0.359421054,0.663813466,0.002848226
ANKRD20A4P,1.040012361,1.027975062,0.723728612,0.219600996,0.167535515
ANKRD20A5P,0.272373434,0.390978656,0.663985182,0.161866251,1.547341416
ANKRD23,3.665423853,3.655246591,3.926383282,1.927941657,1.620387252
ANKRD24,4.34318435,4.422780356,4.562323376,3.267643045,2.758703463
ANKRD26,3.814332028,3.740501594,4.043293428,2.27101544,2.366844135
ANKRD26P1,0.128601871,0.10640131,0.067218756,0.017464408,0.099376706
ANKRD26P3,0.045495185,0.088856614,0.065270051,0.028092129,0.860469936
ANKRD27,4.78025585,4.70975863,4.715911769,2.937269546,2.939683678
ANKRD28,5.610768718,5.317557458,5.231914685,3.788120014,2.918632717
ANKRD29,2.480847665,2.447604618,3.000160968,0.840567944,0.760786933
ANKRD30A,0,0.012598937,0.003118602,0.201587348,0
ANKRD30BP2,0.008724676,0.011999536,0.016441113,0,0.817685801
ANKRD31,0.339193549,0.310439823,0.517084624,1.017158157,0.333779614
ANKRD33B,2.541687768,2.721391179,2.70448276,0.735145698,0.574986834
ANKRD34B,0.569348773,0.691761403,0.704558795,0.189065518,0.082381145
ANKRD36,2.399543328,2.281266336,2.48752588,1.427559344,1.302233055
ANKRD36B,1.864208132,1.874206266,1.900622775,0.744365536,1.553005597
ANKRD36BP2,0.782111373,0.931719093,1.358374527,1.23693031,1.211528033
ANKRD39,5.226764641,5.354855864,5.668239841,4.007757399,4.054093571
ANKRD42,4.126488469,4.054935823,3.988041174,1.994196305,2.780070189
ANKRD44,3.972683035,3.96463913,4.362026613,3.508277045,4.20129697
ANKRD46,5.128942081,5.141855622,5.621718952,3.641919914,2.901222089
ANKRD49,4.662356991,4.497359873,4.470290926,2.763142107,2.07765058
ANKRD50,4.460798248,4.48366031,4.528110958,2.628493189,1.637537034
ANKRD53,0.007331688,0,0.007183212,0,0
ANKRD55,0.874033036,1.043722835,1.401180144,2.003218025,0.327157439
ANKRD62,0.104563575,0.0303292,0.161573199,0.00306965,0.145518911
ANKRD65,4.476648463,4.60943815,5.371435906,3.553782914,4.730724443
ANKRD66,0.810203094,0.796230684,0.890038305,0.110863877,0.701536796
ANKRD7,1.823360587,1.452784527,1.298539624,0.999355226,0.568518386
ANKRD9,5.184082625,5.303157815,5.452223329,4.089423758,4.875894593
ANKS1A,5.278357305,5.244294811,5.43557353,3.120238967,3.47668845
ANKS6,4.491646713,4.507354527,4.645187376,2.224334434,3.60186335
ANKUB1,0.852003786,0.649109257,0.663834711,0.043349719,0.19791459
ANKZF1,6.25201572,6.033261468,6.152570369,4.328051317,4.157550872
ANO1,1.660957959,1.935587303,1.505698807,0.699470026,1.962230573
ANO10,5.527177874,5.710448101,5.654762089,4.774036727,5.331121972
ANO2,0.876930626,1.093566857,1.090228449,0.953819668,1.170477477
ANO4,1.655142245,1.983115404,2.667378686,1.390352531,2.573062306
ANO5,3.316855603,3.413858314,3.820403084,1.5461033,2.4114461
ANO7,1.460896936,1.600797742,1.760479489,0.721505385,1.002118277
ANO9,0.907537026,0.921916004,0.771023775,1.405246159,0.870130183
ANOS1,5.388670767,5.483821243,5.653784613,2.531087324,3.364293234
ANP32B,8.962231669,8.764399608,8.484374156,7.788788782,7.593523352
ANP32E,2.4225101,2.237912579,2.219429785,1.158471591,0.806630598
ANPEP,3.68334423,3.931832256,2.990460878,3.826631486,2.977728977
ANTXR2,3.998162286,3.863873348,3.404199496,2.565798453,1.944989687
ANXA1,8.421592793,8.348468993,7.302431821,7.032498561,7.190283328
ANXA10,0.166245922,0.170441429,0.215239508,0.1417721,0.053092107
ANXA11,5.6479583,5.979554628,6.108939807,5.622262317,4.459958751
ANXA13,1.002218609,1.077078732,1.573702686,0.81692019,0.978160538
ANXA2,8.854945144,8.877233365,7.664255024,6.987019237,5.455522336
ANXA3,2.318470186,2.191916678,3.593886262,3.622188065,2.979787548
ANXA4,5.461472211,5.480885909,5.385933406,3.810070518,3.514206337
ANXA5,10.10513041,10.07701764,9.8286017,8.756130548,8.109131115
ANXA6,7.864534652,8.05913289,7.989549215,5.709335827,4.130512584
ANXA7,7.081834572,7.248883689,7.403302859,5.373621109,5.18881914
ANXA9,4.578023936,4.67638043,4.890953141,3.705598035,2.353277594
AOC1,0.130136446,0.130435414,0.083972286,0.455427406,0.268346824
AOC2,2.572907952,2.557672999,2.187731029,1.303561715,0.695678754
AOC3,2.015326196,2.397025107,1.717070554,1.1868771,0.758127197
AOX1,2.916687982,2.675541938,2.000841069,0.835545496,0.647128323
AP1AR,5.384650954,5.31651871,5.388569182,3.481947386,2.719142917
AP1B1P1,0,0,0,0,0.015562736
AP1M1,7.345683754,7.403815191,7.413640352,6.076470249,5.769543995
AP1M2,0.167039068,0.17735766,0.413909058,0.123813131,0.352567362
AP1S2,6.599024055,6.50606766,6.373474468,4.608182501,3.995446157
AP1S3,2.245272836,2.356088037,2.329533843,0.88645754,0.941574974
AP2A2,6.411466184,6.504345578,6.653669024,5.875148556,4.910504813
AP2B1,6.757331273,6.788128915,6.954486835,4.482043287,4.162425677
AP2M1,9.216083573,9.298274006,9.202070531,8.111484761,6.316568459
AP2S1,8.072364233,8.316806188,8.13029032,8.583471116,7.721290003
AP3B1,5.863204446,5.868789739,5.810168114,3.837123548,4.274549713
AP3D1,7.494475831,7.502879368,7.509242569,5.480666495,5.869642432
AP3M1,5.693974683,5.657358046,5.685299689,3.895960631,3.180636809
AP3M2,5.748256428,5.779319874,5.981009713,3.987416287,2.696523224
AP3S1,7.188479812,7.12144095,7.141175715,5.547404742,5.007968343
AP5B1,4.534418428,4.52332152,4.522977449,4.385754477,5.248399619
AP5S1,4.970173805,5.113228916,5.176836935,3.033997783,2.504101845
APBA1,1.752534994,1.973838366,2.592503262,0.849475039,1.18842702
APBA2,6.663651082,6.815468755,7.270613315,4.914860861,4.890313327
APBB1,6.865503354,7.16094012,7.934927906,6.11468291,6.269510092
APBB1IP,5.492950392,5.821596073,5.789650788,5.640849579,5.540734204
APBB2,5.66433564,5.748222622,6.043032962,4.068318213,4.615422202
APBB3,6.35605315,6.356651497,6.267054126,3.926123239,4.806338907
APC,6.317899015,6.351959886,6.918122234,4.398265061,3.6724438
APCDD1,7.194267113,7.189757102,7.360012642,5.608037667,5.180645447
APCDD1L,0.972618547,0.866162072,0.364580638,0.530819792,0.337389179
APCDD1L-DT,0.645207338,0.645054849,0.374313436,0.361806853,0.042343527
APCS,0,0.017601931,0,0,0
APEH,6.805412112,6.874440041,6.742598239,5.355920609,6.341568217
APELA,0.198050344,0.068864423,0.065347801,0.832212217,2.093173931
APEX1,8.54023577,8.5085018,8.414800743,7.267267415,7.255100916
APEX2,5.258329,5.313631478,5.041978977,3.820130184,2.948069429
APH1A,0.430011975,0.299453674,0.295474845,0.1463443,0.184316471
APH1B,5.538451404,5.525749695,5.68888836,4.782425761,3.884368226
API5,7.035100083,6.981083315,7.066464245,4.995727734,3.95524939
APLN,7.187344254,7.544940776,6.923829461,5.978271886,3.262307383
APLP1,8.589187233,9.185363789,9.922787024,8.879641358,9.241796807
APLP2,9.370329046,9.470064985,9.278067076,7.085670381,7.424395528
APMAP,8.240384422,8.290116552,8.388103797,7.290180087,6.708611775
APOA1,1.289440262,1.547507298,1.412006167,1.10701353,1.432292143
APOA2,0.435517836,0.262288693,0.465998122,1.297106799,0.767045572
APOA4,0.085319126,0.090246912,0.01096143,0.029036638,0.071219566
APOA5,0.06495138,0.019284345,0.049569949,1.062627781,0.219276533
APOB,0.318318351,0.412515469,0.402781007,0.856824434,1.246582113
APOBEC1,0,0,0,0,0
APOBEC3C,5.304199304,5.327138972,4.86660518,3.918074914,2.859744372
APOBEC3D,1.800293958,1.807193626,1.41477803,1.733883496,1.136530995
APOBEC3H,1.066408129,1.28234546,1.190397921,2.073973102,1.225910088
APOBR,4.507877304,4.741000864,4.265965212,4.281552071,4.663965342
APOC1,9.403102629,9.791608088,9.132816507,10.13382737,12.00748442
APOC1P1,2.209918907,2.53003445,2.164093252,2.874920382,3.55277656
APOC3,0,0.043085862,0,0,0.368251042
APOD,8.811762112,9.461761383,9.407871505,8.706641036,9.398902732
APOE,12.88579223,13.2118779,12.79148302,12.02095476,13.05369663
APOF,0.320844851,0.296112269,0.294304081,0.692503446,0.587870365
APOH,0.541686953,0.492746901,0.397484897,0.028328324,0
APOL1,4.502137206,4.93148561,4.030665693,3.37122323,3.530341289
APOL2,6.99259884,7.356851597,6.824110889,4.774283101,4.414358059
APOL3,4.002641334,4.140633491,3.903753553,2.616662488,2.71918047
APOL4,4.037473235,4.110999321,3.690648545,1.802734753,2.18788973
APOL5,0.0891773,0.163952417,0.113245677,0.061870819,0.282999325
APOL6,4.569742186,4.693813624,4.186087915,3.715803756,2.193302313
APOO,6.142018353,6.288908209,6.351223642,5.314189012,3.40672205
APP,10.47016373,10.57114704,10.6052723,8.973813851,9.10464305
APPL2,6.754243545,6.764381296,6.881954604,5.082866902,4.277313816
APRT,7.5049647,7.568443251,7.312685229,7.129603932,6.761698716
APTX,5.880503585,5.903644893,5.742340271,4.303982835,4.592136299
AQP10,0.113839233,0.075644354,0.09557441,0.05728324,0.747677734
AQP11,3.261427196,3.395444283,3.560316066,1.968488943,1.791944602
AQP12A,0.023980531,0.0048519,0.029834677,0,0
AQP12B,0.00951533,0.005612921,0.011831097,0,0
AQP2,0.07011612,0.066983704,0.097173168,0.015052681,0.140291372
AQP3,1.751909548,1.961819879,1.581676029,1.40792748,0.829198983
AQP5,2.231806905,2.082655905,2.742441338,0.915630398,0.636867685
AQP6,2.300480734,2.373744455,2.69546202,1.45639864,1.18139256
AQP7,0.183409533,0.154328541,0.285270427,0.065657225,0.203331952
AQP8,0.626982361,0.647898437,0.685163673,0.430728401,0.425446395
AQR,5.163614239,5.034238742,5.065541745,3.457532318,3.132756396
AR,3.652247395,3.391890839,3.106713095,1.828061859,2.011594619
ARAP2,5.057857585,5.158780398,5.7946813,3.850758148,2.919559534
ARAP3,5.021135078,4.975898835,4.769775643,3.501662138,2.544616881
ARC,6.221997658,6.993605764,6.900357966,5.607320369,5.187665804
ARCN1,0.206420879,0.424417036,0.38008188,0.104242675,0.117868698
AREG,0.46187133,0.576196437,0.238583619,2.204176908,1.414903739
AREL1,5.380932735,5.395133607,5.54312237,3.918965659,3.296308719
ARF3,8.527152831,8.693340839,8.972533829,7.060881125,5.465387041
ARF4,9.040258755,9.068445866,8.496432913,6.844009561,6.65811901
ARF6,6.765879712,6.735694346,6.468137901,5.693153283,5.228451575
ARFGAP3,6.594439209,6.590139672,6.292235639,5.291207987,4.732909493
ARFGEF2,5.145965283,5.124481676,5.390147894,3.080603544,3.295882717
ARFIP1,6.064429878,6.069803427,6.000634872,4.819591852,3.147992396
ARGFX,0.0270649,0.017209546,0.042788343,0.124005804,0.42455602
ARGLU1,8.592646639,8.502961996,8.680844042,7.098328565,5.940237348
ARHGAP1,6.773144588,6.905982079,6.999688747,4.656167342,4.923808118
ARHGAP11A,3.919237667,3.635255172,3.399145773,2.010682066,1.83124129
ARHGAP12,6.058914337,5.98165531,6.193586378,4.460854403,4.413377653
ARHGAP15,3.366311,3.580684901,3.433856141,5.5541143,3.594539857
ARHGAP17,4.996844791,5.017762261,4.962373861,3.703809294,3.813296828
ARHGAP20,2.955163841,3.104875655,3.321019659,1.94125564,1.948449742
ARHGAP21,6.937503515,6.829618883,7.407264196,4.92901408,5.695435565
ARHGAP23,0.719436497,0.61824632,1.184974926,0.268936664,0.412832133
ARHGAP25,4.041347889,4.125044228,4.347347386,5.008105669,3.508156677
ARHGAP28,1.010953137,1.07280043,0.901580492,1.009022109,1.496260823
ARHGAP29,3.280206654,3.618048195,3.02192362,1.71127711,2.141209283
ARHGAP30,4.8226817,5.041338044,4.614037691,5.69014601,4.743196794
ARHGAP31,5.755611966,5.745590921,5.78226698,3.707220345,4.032740339
ARHGAP32,4.910387567,4.81374189,5.366524683,2.759089275,2.968516491
ARHGAP33,5.988092328,6.132191244,6.482461057,4.134789029,4.327889999
ARHGAP35,6.763312686,6.71498886,6.908914295,4.418207191,3.894889311
ARHGAP36,1.722944888,2.224279798,2.053606568,0.630133705,0.421811041
ARHGAP39,5.065640435,5.273735694,5.435379715,3.297651404,3.008456675
ARHGAP4,0.408547733,0.702146408,0.437866642,1.128551883,0.512242163
ARHGAP40,0.851728754,0.756714845,0.583268043,0.089896568,0.981153139
ARHGAP42,3.850605591,3.890353778,3.800178428,1.64431767,1.403402524
ARHGAP5,6.454970663,6.285459988,6.485859403,4.31457042,3.907991811
ARHGDIA,9.178794099,9.351082444,9.148622956,7.880449472,8.199466602
ARHGDIB,8.185113117,8.533761985,8.151594209,8.815922835,8.62454904
ARHGEF1,0.349437461,0.166139478,0.281241009,0.302327819,0.324389723
ARHGEF10,5.207742859,5.258510465,5.294518908,3.55238869,3.104223941
ARHGEF10L,5.341781138,5.244123247,5.226962138,3.096591191,3.352148829
ARHGEF12,6.544711802,6.586628555,6.772973612,3.761092943,4.987340806
ARHGEF15,2.317429057,2.685769627,2.742913467,2.205855033,2.039612078
ARHGEF16,1.722580721,1.493969121,1.64706087,1.203845885,2.449601168
ARHGEF17,6.001033743,6.322860558,6.385819889,3.182606951,3.010191356
ARHGEF18,5.744116339,5.766277541,5.827955102,5.124125634,4.412517266
ARHGEF19,2.598978146,2.579759716,2.118104663,1.835997271,2.18736315
ARHGEF2,7.076435948,7.078423057,7.279837653,5.470580136,6.372115433
ARHGEF25,6.11675732,6.280217353,6.451159018,4.202905464,2.476416714
ARHGEF28,1.476835005,1.616175966,1.713032382,1.783937551,0.481520003
ARHGEF37,5.098040727,5.103296003,5.890662565,3.7817425,4.436906156
ARHGEF4,6.582257079,6.738493017,7.087513436,4.07159522,3.435684602
ARHGEF5,0.740098094,0.787899814,0.717657634,0.478552842,0.684659389
ARHGEF6,6.936536984,7.024511899,6.996020606,5.606893659,4.492866192
ARHGEF7,6.060502378,6.071575528,6.418472729,4.097906869,3.720176713
ARHGEF9,0.020974949,0.009864078,0.003122229,0.002669099,0
ARID1A,6.105702413,6.002902354,6.244545253,4.676193377,4.198936763
ARID2,4.153262305,3.992973878,4.104180347,2.769051279,2.778938552
ARID3A,3.452393583,3.599649407,3.216372085,2.727410845,3.971756244
ARID3B,2.42594976,2.323362906,2.305100679,2.596969956,1.675816498
ARID3C,1.14410034,1.038454511,1.221288491,0.987228096,0.228694793
ARID4A,5.190592386,5.087396696,5.47353912,3.792997738,3.334914676
