Samples,Neftel,Garofano,ALA_sig_UCell,GPM_UCell,MTC_UCell,NEU_UCell,PPR_UCell,MES2_UCell,MES1_UCell,AC_UCell,OPC_UCell,NPC1_UCell,NPC2_UCell,Injury_UCell,Developmental_UCell
MGH100_P5_A01,AC,MTC,0.125297619,0.023986928,0.14854902,0,0.041281046,0.184810458,0.163267974,0.696416667,0.319091503,0.183137255,0.072993464,0.271022777,0.268849693
MGH100_P5_B07,AC,MTC,0.117366402,0.029934641,0.241411765,0.020013333,0.049411765,0.284895425,0.176143791,0.379325,0.142065359,0.208398693,0.140908497,0.268158563,0.236352249
MGH100_P5_B10,AC,GPM,0.132178571,0.072281046,0.188189542,0,0.040352941,0.17696732,0.274084967,0.733458333,0.20554902,0.135372549,0.073895425,0.271279019,0.268632924
MGH100_P5_C03,AC,MTC,0.126695767,0.025843137,0.247764706,0,0.089947712,0.139281046,0.174405229,0.50705,0.159137255,0.147235294,0.08545098,0.271522558,0.250353783
MGH100_P5_C06,AC,MTC,0.110604497,0.055712418,0.148228758,0.01644,0.035843137,0.216300654,0.255934641,0.714616667,0.230823529,0.120437908,0.068189542,0.273371003,0.253240798
MGH100_P5_D03,AC,GPM,0.126900794,0.040156863,0.15545098,0.025906667,0.042405229,0.202202614,0.203895425,0.636766667,0.19424183,0.121385621,0.095398693,0.273893999,0.254988241
MGH100_P5_D04,AC,MTC,0.109661376,0.056784314,0.188150327,0.0346,0.029686275,0.156647059,0.183856209,0.767766667,0.261973856,0.188509804,0.09020915,0.269259746,0.26247955
MGH100_P5_D07,AC,MTC,0.11502381,0.032019608,0.181424837,0.02896,0,0.146366013,0.146372549,0.644483333,0.367130719,0.27130719,0.079895425,0.268027157,0.258931493
MGH100_P5_D09,AC,MTC,0.118119048,0.060326797,0.241535948,0.017,0.031973856,0.139176471,0.264509804,0.564008333,0.260862745,0.207352941,0.103333333,0.268855015,0.253393661
MGH100_P5_E01,AC,PPR,0.112739418,0.031673203,0.148522876,0,0.150784314,0.138908497,0.170712418,0.502933333,0.234535948,0.167915033,0.083745098,0.268073149,0.244011759
MGH100_P5_E02,AC,MTC,0.104417989,0.047960784,0.184313725,0,0.017202614,0.137843137,0.135738562,0.663633333,0.327339869,0.250143791,0.088444444,0.272703022,0.260748978
MGH100_P5_E08,AC,MTC,0.109619048,0.06375817,0.202437908,0,0.03648366,0.200156863,0.207078431,0.707808333,0.291071895,0.162228758,0.11496732,0.268622865,0.261177403
MGH100_P5_E12,AC,MTC,0.115761905,0.076235294,0.213921569,0.019733333,0.040137255,0.247647059,0.316137255,0.54415,0.17996732,0.121039216,0.086339869,0.27344459,0.245383436
MGH100_P5_F04,AC,PPR,0.112309524,0.043281046,0.131333333,0,0.096993464,0.168117647,0.14469281,0.538266667,0.246026144,0.240718954,0.096653595,0.26248007,0.249556748
MGH100_P5_F11,AC,MTC,0.114428571,0.070281046,0.165013072,0,0.026908497,0.171026144,0.178633987,0.681816667,0.235379085,0.160640523,0.084823529,0.268957074,0.256668712
MGH100_P5_G02,AC,MTC,0.129441799,0.058013072,0.176228758,0.025346667,0.056026144,0.172673203,0.246594771,0.523166667,0.221071895,0.180398693,0.101738562,0.273954446,0.247383947
MGH100_P5_G06,AC,PPR,0.117019841,0.029111111,0.149973856,0,0.062065359,0.18172549,0.216941176,0.48555,0.220326797,0.31772549,0.173058824,0.270021025,0.250441718
MGH100_P5_G09,AC,MTC,0.107671958,0.046392157,0.146418301,0.019293333,0.024091503,0.170339869,0.23054902,0.805233333,0.275124183,0.148738562,0.077333333,0.268623741,0.265121677
MGH100_P5_G12,AC,PPR,0.111051587,0.065359477,0.057830065,0,0.165568627,0.131065359,0.11530719,0.247266667,0.16130719,0.196954248,0.143084967,0.270803767,0.249063906
MGH100_P5_H01,AC,MTC,0.113727513,0.039,0.182352941,0,0.041738562,0.14872549,0.208026144,0.641141667,0.294568627,0.160470588,0.071503268,0.268796321,0.248362986
MGH100_P5_H06,AC,MTC,0.11057672,0.043189542,0.153098039,0,0.048339869,0.25351634,0.20930719,0.551866667,0.238509804,0.17630719,0.096849673,0.266846255,0.251098671
MGH100_P6_A06,AC,MTC,0.111677249,0.060849673,0.196431373,0.027226667,0.07351634,0.387947712,0.241228758,0.579483333,0.183973856,0.139202614,0.104457516,0.271434516,0.255787832
MGH100_P6_B06,AC,PPR,0.103886243,0.060013072,0.143287582,0.02358,0.073084967,0.138248366,0.150575163,0.37755,0.209228758,0.155816993,0.120836601,0.270744196,0.24819683
MGH100_P6_B07,AC,PPR,0.103489418,0.029385621,0.155176471,0,0.245071895,0.098130719,0.119254902,0.357941667,0.23254902,0.263797386,0.134627451,0.263625931,0.246072597
MGH100_P6_B09,AC,PPR,0.122425926,0.031254902,0.231568627,0.026973333,0.226660131,0.118026144,0.126143791,0.354016667,0.174248366,0.228575163,0.121464052,0.271844503,0.252550613
MGH100_P6_B10,AC,MTC,0.117234127,0.037607843,0.15930719,0.026226667,0.036261438,0.183405229,0.157215686,0.800116667,0.283470588,0.142496732,0.068372549,0.268007008,0.268044479
MGH100_P6_C11,AC,MTC,0.127457672,0.058339869,0.113934641,0,0.025921569,0.264019608,0.266078431,0.603316667,0.275686275,0.201058824,0.108980392,0.272437144,0.250365031
MGH100_P6_D05,AC,MTC,0.105148148,0.054784314,0.173509804,0.026333333,0.02772549,0.174993464,0.191137255,0.536825,0.279607843,0.18220915,0.09348366,0.26665703,0.24984816
MGH100_P6_D07,AC,MTC,0.111202381,0.028679739,0.117862745,0.019653333,0.037673203,0.140836601,0.166738562,0.530233333,0.292633987,0.288594771,0.097633987,0.269067017,0.256691207
MGH100_P6_D09,AC,MTC,0.110809524,0,0.124339869,0,0.034784314,0.180810458,0.159620915,0.75635,0.303745098,0.157928105,0.075379085,0.27103986,0.27300409
MGH100_P6_D12,AC,MTC,0.112919312,0.050071895,0.129542484,0.02068,0.047555556,0.144993464,0.210928105,0.5797,0.259712418,0.184745098,0.122993464,0.274870784,0.256053681
MGH100_P6_E05,AC,MTC,0.113910053,0.048718954,0.154078431,0.024306667,0.01669281,0.164183007,0.260477124,0.664508333,0.186254902,0.188084967,0.079163399,0.275413053,0.258465235
MGH100_P6_E09,AC,MTC,0.116619048,0.043986928,0.143477124,0.02108,0.026836601,0.17979085,0.203254902,0.729566667,0.28579085,0.145202614,0.065006536,0.269480508,0.259438139
MGH100_P6_F01,AC,MTC,0.112338624,0.083908497,0.126797386,0,0.049856209,0.190431373,0.208313725,0.614266667,0.196666667,0.145039216,0.104784314,0.266327639,0.261962679
MGH100_P6_F07,AC,MTC,0.112998677,0.030261438,0.169810458,0.02828,0.039150327,0.093699346,0.184418301,0.681508333,0.323777778,0.175921569,0.063437908,0.273844503,0.264802658
MGH100_P6_F11,AC,GPM,0.110592593,0.053633987,0.163281046,0.025026667,0.018849673,0.195660131,0.087150327,0.500466667,0.201124183,0.127620915,0.081320261,0.265233027,0.260001534
MGH100_P6_G02,AC,MTC,0.10559127,0.056810458,0.160810458,0.028453333,0.018313725,0.163189542,0.244248366,0.734841667,0.32296732,0.161764706,0.045464052,0.265735874,0.27182771
MGH100_P6_G07,AC,MTC,0.103689153,0.04679085,0.207431373,0,0.056,0.20930719,0.185581699,0.472083333,0.250941176,0.213202614,0.093555556,0.264392028,0.243710123
MGH100_P6_G11,AC,GPM,0.12157672,0.035921569,0.161385621,0,0.016771242,0.215856209,0.203084967,0.644958333,0.268647059,0.159875817,0.106686275,0.272797197,0.272983129
MGH100_P6_G12,AC,MTC,0.107907407,0.049555556,0.090836601,0.0184,0.019699346,0.149189542,0.154183007,0.689683333,0.271960784,0.177901961,0.084915033,0.270733684,0.273014826
MGH100_P8_A06,AC,MTC,0.114195767,0.048470588,0.197222222,0.032413333,0.028836601,0.16030719,0.227869281,0.757683333,0.255908497,0.121470588,0.099594771,0.270704336,0.256481084
MGH100_P8_C02,AC,MTC,0.112981481,0.035620915,0.122228758,0.018506667,0,0.141934641,0.156052288,0.57595,0.252300654,0.26769281,0.057359477,0.269566798,0.264157975
MGH100_P8_C10,AC,MTC,0.104994709,0.061464052,0.207287582,0.022586667,0,0.143633987,0.27924183,0.6037,0.242647059,0.153490196,0.083843137,0.273707403,0.251074642
MGH100_P8_C12,AC,MTC,0.122760582,0.051862745,0.223954248,0.024893333,0.020784314,0.186588235,0.242039216,0.497366667,0.240183007,0.197627451,0.130385621,0.27265703,0.248837423
MGH100_P8_D02,AC,GPM,0.147365079,0.056614379,0.118143791,0,0.031398693,0.274235294,0.446954248,0.555916667,0.178196078,0.132091503,0.086261438,0.283748138,0.252956544
MGH100_P8_D03,AC,MTC,0.124134921,0.055738562,0.144058824,0.020413333,0.022836601,0.209581699,0.234745098,0.6779,0.327359477,0.142026144,0.061647059,0.270592203,0.259500511
MGH100_P8_D05,AC,MTC,0.108309524,0.046666667,0.111372549,0.026906667,0.040901961,0.120457516,0.171091503,0.685091667,0.293535948,0.17303268,0.049150327,0.266855891,0.271137526
MGH100_P8_D11,AC,PPR,0.122294974,0.062431373,0.186856209,0.018386667,0.029477124,0.278104575,0.219679739,0.3439,0.221346405,0.186614379,0.08551634,0.273803329,0.244251534
MGH100_P8_E09,AC,MTC,0.119328042,0.045385621,0.176490196,0.018266667,0.034745098,0.182470588,0.16079085,0.5681,0.275555556,0.346496732,0.164398693,0.274328953,0.262600716
MGH100_P8_F04,AC,MTC,0.11312963,0.05703268,0.123581699,0,0.026562092,0.159712418,0.264130719,0.577233333,0.253026144,0.115111111,0.070784314,0.270415243,0.257228016
MGH100_P8_G03,AC,MTC,0.113041005,0.025019608,0.160941176,0,0.023607843,0.186137255,0.215503268,0.473491667,0.142732026,0.141699346,0.081385621,0.274087604,0.259175358
MGH100_P8_G12,AC,MTC,0.138363757,0.030869281,0.175771242,0,0.03920915,0.237503268,0.462699346,0.6633,0.247163399,0.165019608,0.107660131,0.283345598,0.261571575
MGH100_P8_H02,AC,MTC,0.10982672,0,0.23230719,0,0.072405229,0.108444444,0.166836601,0.300916667,0.238222222,0.209869281,0.102836601,0.267213754,0.245632924
MGH100_P9_A11,AC,MTC,0.108141534,0.046098039,0.153751634,0,0.030339869,0.192954248,0.282882353,0.553458333,0.210496732,0.122235294,0.081228758,0.274105125,0.244118098
MGH100_P9_B04,AC,MTC,0.117973545,0.019437908,0.102084967,0.018253333,0,0.225647059,0.162849673,0.585883333,0.334947712,0.283705882,0.133745098,0.273582567,0.271455521
MGH100_P9_C04,AC,MTC,0.115007937,0.052248366,0.169993464,0,0.038640523,0.197869281,0.19524183,0.649491667,0.279895425,0.181555556,0.087398693,0.268645204,0.265881902
MGH100_P9_C08,AC,MTC,0.114167989,0.038366013,0.175130719,0,0.030065359,0.17996732,0.255777778,0.602166667,0.265960784,0.148431373,0.082823529,0.274134034,0.253563906
MGH100_P9_D01,AC,MTC,0.111748677,0.065973856,0.165477124,0.029066667,0.038568627,0.149006536,0.270352941,0.781508333,0.281823529,0.191869281,0.079228758,0.272201489,0.270172802
MGH100_P9_D05,AC,PPR,0.115092593,0.032091503,0.152143791,0.021106667,0.049124183,0.235738562,0.137888889,0.3315,0.185019608,0.146607843,0.133,0.271957074,0.255978528
MGH100_P9_D07,AC,GPM,0.133747354,0.043588235,0.104287582,0.018453333,0.044732026,0.278457516,0.247529412,0.569308333,0.20279085,0.140712418,0.100823529,0.274040298,0.261478016
MGH100_P9_D09,AC,PPR,0.109690476,0.077058824,0.133366013,0,0.177150327,0.242300654,0.165,0.385566667,0.185660131,0.177869281,0.110830065,0.270939553,0.252828221
MGH100_P9_E04,AC,MTC,0.109376984,0.036156863,0.181921569,0,0.030169935,0.19951634,0.212764706,0.631683333,0.221359477,0.194359477,0.109745098,0.271462111,0.260206033
MGH100_P9_F04,AC,PPR,0.109526455,0.04551634,0.168895425,0,0.048091503,0.167941176,0.187856209,0.485841667,0.191339869,0.169673203,0.112862745,0.265754709,0.244978016
MGH100_P9_G01,AC,MTC,0.111238095,0.047411765,0.19651634,0.029,0.025215686,0.214745098,0.184797386,0.631741667,0.32251634,0.160392157,0.057398693,0.266693824,0.258473926
MGH100_P9_G03,AC,PPR,0.112063492,0.055424837,0.130934641,0.023733333,0.128300654,0.142993464,0.196640523,0.382658333,0.198614379,0.226261438,0.148470588,0.268285589,0.256097137
MGH100_P9_G06,AC,MTC,0.115010582,0.034509804,0.167607843,0.021986667,0.020901961,0.196862745,0.193,0.734958333,0.252352941,0.189869281,0.076784314,0.265547087,0.274436094
MGH100_P9_G07,AC,MTC,0.097529101,0.044137255,0.148392157,0,0.032366013,0.184908497,0.229679739,0.681716667,0.291647059,0.146901961,0.081326797,0.265012265,0.265383436
MGH100_P9_G10,AC,PPR,0.103633598,0.033111111,0.145980392,0,0.123973856,0.083908497,0.148973856,0.234033333,0.147901961,0.247882353,0.109084967,0.266779676,0.243583845
MGH100_P9_H01,AC,MTC,0.103134921,0.058300654,0.176202614,0,0,0.167568627,0.187281046,0.714016667,0.296980392,0.233287582,0.08675817,0.264035918,0.265072086
MGH100_P9_H05,AC,MTC,0.107259259,0.042026144,0.148705882,0,0.019215686,0.154392157,0.175163399,0.590475,0.244915033,0.273477124,0.161019608,0.271063513,0.265884458
MGH100_P9_H08,AC,MTC,0.108935185,0.043934641,0.105111111,0,0.02048366,0.239228758,0.181058824,0.543733333,0.190869281,0.152346405,0.103915033,0.267925975,0.256635481
MGH101_P2_A08,AC,GPM,0.134738095,0.071666667,0.122745098,0,0.046065359,0.196248366,0.113372549,0.546133333,0.207712418,0.164588235,0.096477124,0.285203679,0.25471728
MGH101_P2_B01,AC,GPM,0.144973545,0.03979085,0.202052288,0,0.035856209,0.164614379,0.125843137,0.524183333,0.235529412,0.219019608,0.081424837,0.269368375,0.269158487
MGH101_P2_B02,AC,GPM,0.146232804,0.060575163,0.122686275,0.02952,0.021594771,0.126954248,0.203267974,0.4756,0.222928105,0.196202614,0.082627451,0.280357424,0.269564928
MGH101_P2_B03,AC,GPM,0.139351852,0.088470588,0.140849673,0,0,0.219013072,0.269568627,0.554433333,0.244366013,0.126385621,0.075843137,0.277348664,0.26718456
MGH101_P2_D05,AC,GPM,0.136219577,0.059359477,0.201941176,0,0.027830065,0.126588235,0.23324183,0.618516667,0.202888889,0.159398693,0.099294118,0.274030661,0.263859918
MGH101_P2_D11,AC,GPM,0.113261905,0.037947712,0.18472549,0,0.020529412,0.11696732,0.132196078,0.517133333,0.251254902,0.113620915,0.053424837,0.274421813,0.260142638
MGH101_P2_E01,AC,GPM,0.15078836,0.075895425,0.124522876,0.02064,0.021477124,0.166169935,0.242614379,0.549633333,0.242705882,0.169882353,0.089934641,0.27851774,0.260445297
MGH101_P2_E08,AC,GPM,0.106727513,0.049163399,0.15451634,0,0.225202614,0.078745098,0.158366013,0.433625,0.184235294,0.15454902,0.07627451,0.267180902,0.256785787
MGH101_P2_E09,AC,GPM,0.134917989,0.07654902,0.124196078,0.0192,0,0.182261438,0.188732026,0.517908333,0.198745098,0.14030719,0.105254902,0.275384144,0.265903374
MGH101_P2_E11,AC,GPM,0.130388889,0.083738562,0.10972549,0,0.031751634,0.227267974,0.113254902,0.530783333,0.243869281,0.198529412,0.084562092,0.272939115,0.265962168
MGH101_P2_F04,AC,GPM,0.130724868,0.074457516,0.210372549,0,0,0.184039216,0.277607843,0.667866667,0.246130719,0.122065359,0.048339869,0.275559352,0.264787321
MGH101_P2_F05,AC,GPM,0.126767196,0.054078431,0.133712418,0.024666667,0.019503268,0.188065359,0.191346405,0.5633,0.25954902,0.153026144,0.055143791,0.275826982,0.2611682
MGH101_P2_F09,AC,GPM,0.131296296,0.062653595,0.130392157,0,0.028248366,0.113254902,0.251267974,0.6274,0.243359477,0.156849673,0.085568627,0.273776172,0.275614519
MGH101_P2_G09,AC,GPM,0.125677249,0.028993464,0.107960784,0.02116,0.028418301,0.168457516,0.15620915,0.4576,0.249281046,0.225045752,0.143281046,0.274127026,0.257624233
MGH101_P2_G11,AC,GPM,0.122708995,0.052366013,0.109424837,0.028093333,0.026156863,0.172104575,0.195816993,0.397133333,0.11227451,0.120797386,0.111908497,0.276592203,0.254871166
MGH101_P2_H08,AC,GPM,0.13234127,0.093267974,0.199228758,0.01728,0.037013072,0.157699346,0.23351634,0.663583333,0.251124183,0.143320261,0.065594771,0.275611038,0.27279908
MGH101_P2_H12,AC,GPM,0.124468254,0.061019608,0.102862745,0.030946667,0.115679739,0.152836601,0.09696732,0.41345,0.173843137,0.180705882,0.137372549,0.274706088,0.252480573
MGH101_P3_A07,AC,GPM,0.114738095,0.06227451,0.123189542,0.035253333,0.030156863,0.07827451,0.077320261,0.466433333,0.287111111,0.204405229,0.050862745,0.267521682,0.276519939
MGH101_P3_A10,AC,GPM,0.137650794,0.053385621,0.215803922,0.023586667,0.026405229,0.124359477,0.239614379,0.684183333,0.211568627,0.131300654,0.101679739,0.272022339,0.267691718
MGH101_P3_B01,AC,GPM,0.116013228,0.027594771,0.160640523,0,0.038052288,0.182169935,0.230130719,0.6351,0.294320261,0.152862745,0.114424837,0.270240035,0.252522495
MGH101_P3_D08,AC,GPM,0.13015873,0.060816993,0.169372549,0.022106667,0.028771242,0.129581699,0.176679739,0.697875,0.29824183,0.211941176,0.104294118,0.274985545,0.276124744
MGH101_P3_D12,AC,GPM,0.122203704,0.040993464,0.158248366,0,0.032575163,0.17372549,0.161346405,0.650666667,0.217503268,0.15779085,0.059764706,0.271432764,0.258234151
MGH101_P3_E05,AC,GPM,0.11451455,0.038091503,0.108797386,0,0.076601307,0.145006536,0.039947712,0.303716667,0.289202614,0.299581699,0.10924183,0.26673237,0.254181493
MGH101_P3_E07,AC,PPR,0.102883598,0.026993464,0.096294118,0.030186667,0.18545098,0.147444444,0.151699346,0.316933333,0.177058824,0.138601307,0.104784314,0.268679369,0.242612474
MGH101_P3_F01,AC,GPM,0.130664021,0.040477124,0.147699346,0,0.051921569,0.192313725,0.141581699,0.57335,0.257313725,0.166529412,0.113712418,0.270152431,0.26175409
MGH101_P3_F03,AC,GPM,0.129116402,0.042535948,0.149111111,0.02324,0.035424837,0.210313725,0.170215686,0.502383333,0.273215686,0.22620915,0.041189542,0.270396846,0.260533742
MGH101_P3_F05,AC,GPM,0.128436508,0.085333333,0.086986928,0.021053333,0.039751634,0.160666667,0.081803922,0.55665,0.307098039,0.186941176,0.086366013,0.274657468,0.265937117
MGH101_P3_G10,AC,GPM,0.133730159,0.067856209,0.163477124,0.01776,0,0.168326797,0.371137255,0.6322,0.220810458,0.087098039,0.110562092,0.278043364,0.265388037
MGH101_P3_G11,AC,GPM,0.125825397,0.074222222,0.145620915,0.019373333,0.035202614,0.125921569,0.184836601,0.578616667,0.261163399,0.201666667,0.038888889,0.268459921,0.257673313
MGH101_P3_H09,AC,GPM,0.138818783,0.05220915,0.133973856,0.019186667,0.037176471,0.180078431,0.309947712,0.539958333,0.183084967,0.152503268,0.108411765,0.27626763,0.256368609
MGH101_P3_H11,AC,GPM,0.140751323,0.030679739,0.146418301,0,0,0.211699346,0.190732026,0.523916667,0.277921569,0.179555556,0.031222222,0.274187911,0.26322955
MGH101_P4_A02,AC,GPM,0.136765873,0.048705882,0.112261438,0.032266667,0.032418301,0.195294118,0.18875817,0.5511,0.18745098,0.139503268,0.103464052,0.27404424,0.266634458
MGH101_P4_A06,AC,GPM,0.137785714,0.06454902,0.186718954,0.026573333,0,0.219751634,0.341960784,0.704783333,0.281379085,0.147189542,0.134287582,0.280763031,0.266242843
MGH101_P4_B02,AC,GPM,0.138783069,0.080705882,0.144562092,0,0.02096732,0.170013072,0.20551634,0.716583333,0.309607843,0.189823529,0.085529412,0.273583881,0.26942638
MGH101_P4_B03,AC,GPM,0.118402116,0.065287582,0.161215686,0.028493333,0.171973856,0.101424837,0.147522876,0.256816667,0.086078431,0.099882353,0.075464052,0.271666229,0.247014826
MGH101_P4_C07,AC,GPM,0.126970899,0.031294118,0.129542484,0.02936,0.075843137,0.276111111,0.11372549,0.31985,0.173699346,0.166078431,0.076849673,0.270644328,0.250695808
MGH101_P4_C11,AC,GPM,0.130988095,0.052026144,0.138627451,0,0,0.129843137,0.238405229,0.503066667,0.205333333,0.169045752,0.110039216,0.279245291,0.259281186
MGH101_P4_C12,AC,GPM,0.127886243,0.035228758,0.120052288,0.03152,0.043143791,0.118339869,0.089686275,0.398233333,0.295189542,0.189104575,0.084503268,0.269498905,0.267969836
MGH101_P4_D03,AC,GPM,0.144642857,0.079594771,0.117333333,0.029066667,0,0.184535948,0.246457516,0.698083333,0.256588235,0.179385621,0.060718954,0.270407797,0.277292434
MGH101_P4_E02,AC,GPM,0.159439153,0.070300654,0.070797386,0,0,0.22854902,0.14179085,0.561516667,0.268732026,0.160300654,0.08372549,0.279112571,0.257632924
MGH101_P4_E05,AC,GPM,0.143248677,0.048235294,0.112091503,0.030306667,0.040718954,0.188627451,0.327816993,0.45225,0.203843137,0.162117647,0.098836601,0.28365046,0.265058282
MGH101_P4_E08,AC,GPM,0.130793651,0.05503268,0.155169935,0.02484,0.029477124,0.151071895,0.248091503,0.630483333,0.227424837,0.132627451,0.071869281,0.276876478,0.267878834
MGH101_P4_F05,AC,GPM,0.120526455,0.038143791,0.095477124,0.02236,0.045267974,0.131320261,0.196601307,0.481816667,0.213594771,0.170718954,0.086640523,0.274244415,0.261197853
MGH101_P4_F12,AC,GPM,0.137015873,0.061594771,0.174431373,0,0.03054902,0.16745098,0.23579085,0.621316667,0.227058824,0.17179085,0.097607843,0.273922032,0.2572909
MGH101_P4_G05,AC,GPM,0.123449735,0.075346405,0.104666667,0.023906667,0.038052288,0.071869281,0.182117647,0.594841667,0.285633987,0.241803922,0.090379085,0.273509417,0.267838446
MGH101_P4_G06,AC,GPM,0.136675926,0.059346405,0.089156863,0,0.032810458,0.262666667,0.287424837,0.49465,0.212013072,0.224673203,0.094784314,0.282858519,0.263546012
MGH101_P4_G07,AC,GPM,0.119119048,0.026705882,0.159163399,0,0.065699346,0.170392157,0.172235294,0.547733333,0.18130719,0.142254902,0.063836601,0.27378318,0.267989264
MGH101_P4_G09,AC,GPM,0.112791005,0.048797386,0.133960784,0,0.024660131,0.188901961,0.124928105,0.564316667,0.315176471,0.189973856,0.071320261,0.270985983,0.265292434
MGH101_P4_H03,AC,GPM,0.124997354,0.046797386,0.15124183,0,0.093542484,0.211673203,0.148934641,0.544833333,0.189424837,0.205830065,0.064084967,0.269407359,0.26056135
MGH101_P4_H07,AC,GPM,0.131322751,0.05654902,0.14772549,0.025133333,0.018470588,0.101777778,0.176169935,0.601466667,0.277424837,0.171111111,0.107738562,0.279966272,0.272181493
MGH101_P4_H08,AC,GPM,0.142314815,0.049712418,0.102575163,0.033733333,0.044901961,0.157333333,0.160366013,0.603141667,0.240588235,0.184026144,0.103490196,0.277380201,0.260743354
MGH101_P4_H12,AC,GPM,0.124478836,0.064379085,0.15324183,0.02304,0.034823529,0.179267974,0.228797386,0.427133333,0.215895425,0.182732026,0.065333333,0.273447219,0.257510225
MGH102_P1_A01,AC,MTC,0.114955026,0.030013072,0.277254902,0,0.139379085,0.11669281,0.150091503,0.05925,0.078849673,0.175777778,0.160718954,0.269176522,0.226025562
MGH102_P3_A09,AC,GPM,0.140895503,0.055104575,0.127633987,0,0.028339869,0.225588235,0.251888889,0.690341667,0.344261438,0.183915033,0.071398693,0.270375383,0.268127301
MGH104_P5_A04,AC,PPR,0.115322751,0.051816993,0.154111111,0,0.136568627,0.356039216,0.300849673,0.478216667,0.158300654,0.068901961,0.065947712,0.271722733,0.246692229
MGH104_P5_A05,AC,MTC,0.110220899,0.021562092,0.163372549,0,0.043607843,0.292705882,0.251339869,0.541291667,0.229477124,0.124137255,0.089228758,0.26821901,0.253400818
MGH104_P5_A07,AC,PPR,0.113641534,0.063437908,0.121803922,0,0.143647059,0.196614379,0.216405229,0.5457,0.218666667,0.161124183,0.067254902,0.266979851,0.245914622
MGH104_P5_A09,AC,PPR,0.137404762,0.029058824,0.169228758,0,0.040875817,0.218405229,0.178843137,0.594283333,0.244287582,0.206928105,0.107503268,0.272835742,0.252585378
MGH104_P5_A11,AC,MTC,0.107944444,0.050470588,0.245111111,0,0.076352941,0.136954248,0.196810458,0.616941667,0.215411765,0.133372549,0.028013072,0.267035918,0.25403681
MGH104_P5_A12,AC,PPR,0.114466931,0.080281046,0.214352941,0,0.068901961,0.106379085,0.238013072,0.54935,0.246490196,0.175477124,0.096745098,0.266981165,0.244470859
MGH104_P5_B01,AC,MTC,0.113636243,0.050666667,0.177836601,0,0,0.185490196,0.264705882,0.638541667,0.24903268,0.158784314,0.104901961,0.267173018,0.247510736
MGH104_P5_B02,AC,PPR,0.107936508,0.03454902,0.133333333,0.028813333,0.219915033,0.202156863,0.285254902,0.490383333,0.19,0.135464052,0.082156863,0.26657293,0.248333845
MGH104_P5_B03,AC,MTC,0.132018519,0.067189542,0.111143791,0.022286667,0.043215686,0.241326797,0.267019608,0.593433333,0.169326797,0.121797386,0.04827451,0.273203241,0.248903885
MGH104_P5_B04,AC,MTC,0.113275132,0.048222222,0.099215686,0,0.066745098,0.191960784,0.205169935,0.4357,0.139202614,0.190137255,0.07120915,0.265746824,0.256074131
MGH104_P5_B06,AC,MTC,0.105559524,0.037137255,0.184875817,0,0.036117647,0.191934641,0.232823529,0.50925,0.188660131,0.204522876,0.086313725,0.267203241,0.245453476
MGH104_P5_B08,AC,MTC,0.113141534,0.039267974,0.160411765,0,0.05420915,0.230117647,0.325620915,0.693708333,0.245470588,0.167562092,0.091869281,0.272910206,0.249916155
MGH104_P5_B09,AC,PPR,0.112263228,0.043098039,0.200058824,0,0.156228758,0.148751634,0.153006536,0.529725,0.225915033,0.172496732,0.104816993,0.26816382,0.248071063
MGH104_P5_B10,AC,PPR,0.103378307,0,0.229267974,0,0.080352941,0.171522876,0.12951634,0.439266667,0.225686275,0.119581699,0.05430719,0.267659658,0.240533742
MGH104_P5_B11,AC,PPR,0.111037037,0.033398693,0.179320261,0,0.083006536,0.163934641,0.184745098,0.489266667,0.214980392,0.165712418,0.100522876,0.268339466,0.248107873
MGH104_P5_C01,AC,MTC,0.128611111,0.055856209,0.176052288,0,0.025960784,0.196843137,0.243176471,0.375558333,0.186875817,0.204156863,0.103281046,0.273675865,0.246222393
MGH104_P5_C02,AC,MTC,0.113544974,0.030797386,0.193633987,0,0.083843137,0.196823529,0.251954248,0.59935,0.14496732,0.145607843,0.071437908,0.268944371,0.244067996
MGH104_P5_C04,AC,MTC,0.123948413,0.043588235,0.108797386,0,0.028640523,0.164915033,0.147607843,0.557508333,0.232601307,0.188594771,0.052091503,0.271651774,0.25431953
MGH104_P5_C05,AC,MTC,0.11334127,0.033294118,0.196084967,0,0.071803922,0.213843137,0.279385621,0.545016667,0.224732026,0.152588235,0.097555556,0.27040035,0.244814928
MGH104_P5_C06,AC,MTC,0.123814815,0.032928105,0.154679739,0,0.079248366,0.184045752,0.221444444,0.54045,0.205718954,0.115405229,0.055895425,0.27103986,0.260503579
MGH104_P5_C07,AC,PPR,0.124427249,0.031294118,0.119947712,0,0.04351634,0.23345098,0.264529412,0.426625,0.212143791,0.166575163,0.095647059,0.268357862,0.248819018
MGH104_P5_C09,AC,MTC,0.124075397,0.052104575,0.175267974,0.01712,0.029058824,0.171816993,0.222601307,0.558075,0.284424837,0.148313725,0.052588235,0.272191853,0.246127812
MGH104_P5_D02,AC,PPR,0.118203704,0.043686275,0.146392157,0,0.068058824,0.21924183,0.362666667,0.531933333,0.205294118,0.133673203,0.099,0.273983793,0.24632362
MGH104_P5_D05,AC,MTC,0.117444444,0.025647059,0.097764706,0,0.017228758,0.172490196,0.232941176,0.45895,0.158745098,0.180797386,0.107555556,0.26807972,0.251677403
