Samples,Neftel,Garofano,ALA_sig_UCell,GPM_UCell,MTC_UCell,NEU_UCell,PPR_UCell,MES2_UCell,MES1_UCell,AC_UCell,OPC_UCell,NPC1_UCell,NPC2_UCell,Injury_UCell,Developmental_UCell
MGH129CD45neg_P3_C02,AC,MTC,0.126001323,0.060326797,0.165196078,0.018613333,0.017934641,0.200705882,0.258039216,0.574475,0.200503268,0.185653595,0.073882353,0.275973719,0.258197853
MGH129CD45neg_P3_C03,AC,MTC,0.107992063,0.042091503,0.183111111,0,0.047633987,0.136156863,0.089856209,0.443675,0.229666667,0.236300654,0.121215686,0.268476128,0.251941718
MGH129CD45neg_P3_C04,AC,GPM,0.113138889,0.039411765,0.127254902,0.02844,0.02951634,0.139411765,0.26930719,0.768533333,0.245398693,0.147647059,0.096980392,0.271895313,0.265783231
MGH129CD45neg_P3_C08,AC,MTC,0.11780291,0.018183007,0.144464052,0,0.03351634,0.212470588,0.225202614,0.644883333,0.253333333,0.184588235,0.078803922,0.27317915,0.258410532
MGH129CD45neg_P3_C09,AC,MTC,0.108363757,0.048705882,0.195803922,0.023106667,0.057581699,0.154379085,0.195633987,0.479966667,0.167503268,0.125751634,0.074810458,0.269145861,0.263023517
MGH129CD45neg_P3_C10,AC,MTC,0.119388889,0.052457516,0.205856209,0,0.017058824,0.198620915,0.230509804,0.751033333,0.255908497,0.203071895,0.066718954,0.266100745,0.256231084
MGH129CD45neg_P3_D11,AC,MTC,0.107814815,0.042627451,0.131653595,0.018466667,0.039261438,0.130947712,0.23379085,0.41715,0.145980392,0.138562092,0.071895425,0.268756023,0.247405419
MGH129CD45neg_P3_D12,AC,MTC,0.115936508,0.060555556,0.147869281,0.029066667,0.034797386,0.329372549,0.319614379,0.51055,0.198830065,0.118248366,0.057647059,0.276720543,0.245448875
MGH129CD45neg_P3_E01,AC,GPM,0.103839947,0.038379085,0.102457516,0,0.022313725,0.322013072,0.174673203,0.426483333,0.185738562,0.121529412,0.088379085,0.269340342,0.250011759
MGH129CD45neg_P3_E02,AC,MTC,0.112917989,0.054235294,0.191843137,0,0.027803922,0.174366013,0.201045752,0.6687,0.214150327,0.181084967,0.06451634,0.270607972,0.263533231
MGH129CD45neg_P3_E03,AC,MTC,0.10642328,0.046745098,0.160496732,0,0.021477124,0.123803922,0.152941176,0.535516667,0.279614379,0.212366013,0.117189542,0.267321069,0.253614519
MGH129CD45neg_P3_E05,AC,MTC,0.124337302,0.02275817,0.154215686,0.027806667,0.036666667,0.193222222,0.122915033,0.472025,0.254418301,0.170261438,0.068581699,0.269697328,0.255757669
MGH129CD45neg_P3_E06,AC,MTC,0.109783069,0.049333333,0.134601307,0,0.051986928,0.207019608,0.134104575,0.5485,0.310117647,0.236065359,0.11220915,0.270288217,0.264874233
MGH129CD45neg_P3_E09,AC,GPM,0.131896825,0.059542484,0.144875817,0.026026667,0.026379085,0.13869281,0.256640523,0.747708333,0.333830065,0.222169935,0.072039216,0.274809899,0.279574642
MGH129CD45neg_P3_F01,AC,MTC,0.110843915,0.077777778,0.237901961,0,0.019633987,0.182699346,0.23779085,0.6341,0.227137255,0.132888889,0.054143791,0.272076216,0.262026585
MGH129CD45neg_P3_F02,AC,MTC,0.148675926,0.048261438,0.196143791,0.019546667,0.058189542,0.262973856,0.251431373,0.513833333,0.202156863,0.131673203,0.085647059,0.278515112,0.256551636
MGH129CD45neg_P3_F04,AC,MTC,0.112415344,0.093581699,0.150836601,0,0.023594771,0.179542484,0.223084967,0.60035,0.224091503,0.156248366,0.110052288,0.268520368,0.256769939
MGH129CD45neg_P3_F09,AC,MTC,0.113743386,0.049006536,0.113176471,0.030733333,0.026405229,0.174614379,0.175156863,0.477175,0.246928105,0.189045752,0.081869281,0.271886553,0.254458078
MGH129CD45neg_P3_F10,AC,MTC,0.118199735,0.057627451,0.185111111,0.021493333,0.05145098,0.184156863,0.230666667,0.662891667,0.183372549,0.117281046,0.042052288,0.275588699,0.255087935
MGH129CD45neg_P3_G01,AC,GPM,0.121203704,0.048013072,0.194771242,0.018333333,0.027464052,0.122006536,0.218522876,0.5334,0.276313725,0.173784314,0.104248366,0.27825668,0.249518405
MGH129CD45neg_P3_G03,AC,MTC,0.118931217,0.059647059,0.209372549,0,0.022444444,0.218901961,0.187934641,0.697233333,0.278235294,0.188601307,0.075411765,0.269244415,0.263436605
MGH129CD45neg_P3_G05,AC,MTC,0.113865079,0.053372549,0.214222222,0,0.018235294,0.188490196,0.218189542,0.7357,0.25724183,0.117477124,0.06575817,0.270963644,0.2562091
MGH129CD45neg_P3_G08,AC,PPR,0.110050265,0.07254902,0.212928105,0,0.179529412,0.139091503,0.157588235,0.543383333,0.210941176,0.165294118,0.088849673,0.265232589,0.248865542
MGH129CD45neg_P3_G11,AC,MTC,0.100193122,0.061411765,0.164601307,0.025573333,0.03896732,0.153137255,0.222111111,0.494816667,0.186235294,0.186980392,0.101633987,0.266761279,0.259007157
MGH129CD45neg_P3_H02,AC,MTC,0.118955026,0.035843137,0.138039216,0,0.040614379,0.182745098,0.14048366,0.378625,0.218398693,0.306078431,0.096287582,0.268379325,0.258391616
MGH129CD45neg_P3_H06,AC,MTC,0.103613757,0.044065359,0.196222222,0,0.044189542,0.214196078,0.232529412,0.605541667,0.249934641,0.15303268,0.088928105,0.265978099,0.248658998
MGH129CD45neg_P3_H07,AC,MTC,0.122812169,0.053346405,0.180352941,0,0.06027451,0.248366013,0.212405229,0.642866667,0.286614379,0.171437908,0.056581699,0.274541831,0.253354294
MGH129CD45neg_P3_H09,AC,MTC,0.112743386,0.056888889,0.22103268,0,0.028797386,0.183627451,0.242542484,0.423366667,0.200104575,0.15220915,0.076732026,0.27543145,0.238821063
MGH129CD45neg_P3_H10,AC,MTC,0.117416667,0.029294118,0.179856209,0,0.045431373,0.234509804,0.24503268,0.671425,0.270496732,0.127098039,0.055686275,0.271404731,0.255661043
MGH129CD45neg_P3_H12,AC,GPM,0.10973545,0.041647059,0.177777778,0,0.048261438,0.165522876,0.270797386,0.710666667,0.267071895,0.230287582,0.135379085,0.272125274,0.254436094
MGH136CD45neg_P1_C09,AC,MTC,0.112339947,0.031215686,0.174254902,0.022946667,0.040797386,0.289385621,0.185437908,0.60035,0.185398693,0.17375817,0.094418301,0.270372755,0.259364519
MGH136CD45neg_P1_D11,AC,PPR,0.110962963,0.068392157,0.203281046,0,0.191986928,0.150732026,0.17745098,0.4247,0.161326797,0.124784314,0.093941176,0.270174332,0.247479039
MGH136CD45neg_P1_H11,AC,GPM,0.132362434,0.024078431,0.164751634,0.01676,0,0.15703268,0.142385621,0.596841667,0.365836601,0.23996732,0.152379085,0.271132282,0.261107362
MGH136CD45neg_P2_C05,AC,GPM,0.118103175,0.031620915,0.15020915,0,0.028013072,0.256627451,0.240875817,0.492625,0.253921569,0.149882353,0.090862745,0.272200613,0.264640593
MGH136CD45neg_P3_A07,AC,GPM,0.118759259,0.057830065,0.21469281,0.022493333,0.024444444,0.212444444,0.340699346,0.6052,0.21745098,0.128941176,0.077411765,0.271032413,0.258409509
MGH136CD45neg_P3_E12,AC,GPM,0.121641534,0.054392157,0.181777778,0,0.036352941,0.359555556,0.301823529,0.495958333,0.227117647,0.200705882,0.139215686,0.277116075,0.256379346
MGH136CD45neg_P3_H03,AC,MTC,0.13409127,0.060352941,0.173647059,0,0.029816993,0.380215686,0.256660131,0.489825,0.168647059,0.128019608,0.087960784,0.267314936,0.248422802
MGH143CD45neg_P10_A01,AC,MTC,0.10884127,0.067633987,0.101895425,0,0.13751634,0.164431373,0.103150327,0.507383333,0.218901961,0.232398693,0.079215686,0.265703022,0.250160532
MGH143CD45neg_P10_A03,AC,MTC,0.105248677,0.047830065,0.055973856,0,0.030679739,0.175052288,0.109843137,0.51345,0.223503268,0.15396732,0.104849673,0.269262812,0.255572597
MGH143CD45neg_P10_A04,AC,MTC,0.108383598,0.046594771,0.177712418,0,0.022333333,0.131333333,0.103555556,0.6395,0.205856209,0.185490196,0.098013072,0.265240473,0.260754601
MGH143CD45neg_P10_A05,AC,MTC,0.103544974,0.037058824,0.114718954,0.021586667,0.062248366,0.228869281,0.198366013,0.572941667,0.172980392,0.177098039,0.083947712,0.267341218,0.249670757
MGH143CD45neg_P10_A06,AC,MTC,0.109996032,0.056771242,0.118875817,0,0.036640523,0.215973856,0.194620915,0.580808333,0.243392157,0.149771242,0.107843137,0.26617696,0.251138037
MGH143CD45neg_P10_A07,AC,MTC,0.108142857,0.046777778,0.135503268,0.01836,0,0.242137255,0.221980392,0.563425,0.232928105,0.141071895,0.063581699,0.26678756,0.246669223
MGH143CD45neg_P10_A09,AC,MTC,0.103907407,0.080679739,0.144065359,0,0.064222222,0.151333333,0.207013072,0.42885,0.150496732,0.133039216,0.088156863,0.268621551,0.244423313
MGH143CD45neg_P10_A10,AC,MTC,0.107722222,0.076862745,0.145496732,0.020786667,0,0.196313725,0.312117647,0.476133333,0.155405229,0.139660131,0.106320261,0.270420937,0.238330266
MGH143CD45neg_P10_A12,AC,MTC,0.107506614,0.05875817,0.136215686,0,0.061699346,0.227457516,0.223163399,0.515166667,0.195104575,0.171385621,0.057189542,0.26973456,0.243164622
MGH143CD45neg_P10_B01,AC,PPR,0.104626984,0.051124183,0.200797386,0.01664,0.183091503,0.139163399,0.174418301,0.557,0.200751634,0.17220915,0.087411765,0.263306614,0.239497444
MGH143CD45neg_P10_B02,AC,MTC,0.107494709,0.062640523,0.200300654,0,0.027633987,0.109640523,0.120431373,0.556941667,0.242581699,0.19230719,0.087169935,0.263586071,0.247571063
MGH143CD45neg_P10_B03,AC,MTC,0.104996032,0.05230719,0.185333333,0,0.017137255,0.232614379,0.200895425,0.542133333,0.196901961,0.107607843,0.090111111,0.27188042,0.250845603
MGH143CD45neg_P10_B04,AC,MTC,0.107153439,0.051143791,0.191503268,0,0.063189542,0.124078431,0.211777778,0.56615,0.196823529,0.154836601,0.07530719,0.26634516,0.25254499
MGH143CD45neg_P10_B08,AC,MTC,0.108291005,0.041058824,0.152379085,0.0186,0,0.186777778,0.203359477,0.658366667,0.232666667,0.173614379,0.087764706,0.265116075,0.257146728
MGH143CD45neg_P10_B10,AC,MTC,0.103956349,0.069189542,0.128039216,0,0.039960784,0.141529412,0.109633987,0.585075,0.213431373,0.222764706,0.070300654,0.266781428,0.259380879
MGH143CD45neg_P10_B11,AC,MTC,0.110895503,0.063215686,0.120300654,0,0.06054902,0.162856209,0.157738562,0.584933333,0.280261438,0.163915033,0.069333333,0.266487516,0.251035787
MGH143CD45neg_P10_C01,AC,MTC,0.103621693,0.033934641,0.143732026,0,0.030522876,0.176823529,0.152418301,0.490133333,0.182457516,0.107026144,0.046333333,0.274399474,0.24676636
MGH143CD45neg_P10_C02,AC,MTC,0.112425926,0.093620915,0.159189542,0.022986667,0.029947712,0.238392157,0.31669281,0.543141667,0.157104575,0.157045752,0.058627451,0.275432326,0.246287321
MGH143CD45neg_P10_C03,AC,MTC,0.113080688,0.035222222,0.146176471,0,0,0.123810458,0.108490196,0.579066667,0.232928105,0.181104575,0.083745098,0.265965834,0.25769683
MGH143CD45neg_P10_C05,AC,MTC,0.115584656,0.061111111,0.095882353,0,0.041647059,0.171346405,0.161091503,0.703133333,0.228901961,0.161346405,0.070797386,0.268596583,0.267027096
MGH143CD45neg_P10_C10,AC,MTC,0.104064815,0.063522876,0.143947712,0,0,0.207150327,0.214620915,0.544858333,0.21927451,0.215836601,0.146313725,0.268586071,0.249928425
MGH143CD45neg_P10_C11,AC,MTC,0.100801587,0.034888889,0.115973856,0.020366667,0.046901961,0.088,0.089163399,0.442383333,0.265810458,0.346189542,0.188797386,0.261985107,0.2601682
MGH143CD45neg_P10_C12,AC,MTC,0.104809524,0.030045752,0.105039216,0,0.02951634,0.105921569,0.102614379,0.44925,0.270267974,0.226797386,0.118784314,0.267026281,0.260769939
MGH143CD45neg_P10_D02,AC,MTC,0.106291005,0.045424837,0.169620915,0,0.022,0.151111111,0.184888889,0.443033333,0.224810458,0.168019608,0.07751634,0.270828734,0.241207566
MGH143CD45neg_P10_D03,AC,MTC,0.113589947,0.08379085,0.195202614,0,0.031320261,0.159882353,0.238928105,0.654508333,0.20096732,0.154823529,0.120960784,0.272711345,0.258105317
MGH143CD45neg_P10_D04,AC,MTC,0.114021164,0.089973856,0.191013072,0.017,0,0.184895425,0.248679739,0.7074,0.295712418,0.159163399,0.103228758,0.273097678,0.257501534
MGH143CD45neg_P10_D07,AC,MTC,0.103333333,0.050980392,0.189640523,0,0.097954248,0.235385621,0.160575163,0.5556,0.215542484,0.183901961,0.087660131,0.263439334,0.240700409
MGH143CD45neg_P10_D08,AC,MTC,0.11477381,0.029882353,0.088254902,0,0.019803922,0.085078431,0.078156863,0.543166667,0.437954248,0.295267974,0.104071895,0.263494525,0.254256135
MGH143CD45neg_P10_D09,AC,MTC,0.110796296,0.088562092,0.15269281,0.02456,0.019385621,0.299934641,0.354941176,0.331558333,0.138980392,0.154444444,0.109078431,0.280859834,0.236706033
MGH143CD45neg_P10_D10,AC,MTC,0.104497354,0.078718954,0.16,0.018006667,0.078928105,0.200836601,0.140522876,0.577541667,0.189058824,0.20048366,0.088640523,0.266777048,0.251525051
MGH143CD45neg_P10_D11,AC,MTC,0.110624339,0.054738562,0.12351634,0.01892,0.055313725,0.207156863,0.206261438,0.495516667,0.19224183,0.184300654,0.09951634,0.270032413,0.244424847
MGH143CD45neg_P10_D12,AC,MTC,0.111452381,0.065215686,0.150300654,0.017506667,0.058529412,0.127254902,0.136300654,0.452525,0.338640523,0.26124183,0.104640523,0.267096802,0.252732106
MGH143CD45neg_P10_E01,AC,MTC,0.101660053,0.041555556,0.189346405,0,0.040143791,0.138823529,0.101973856,0.521133333,0.340065359,0.315254902,0.100143791,0.265261936,0.257620143
MGH143CD45neg_P10_E02,AC,MTC,0.103949735,0.050091503,0.242686275,0.027693333,0.039588235,0.126424837,0.113215686,0.612816667,0.323823529,0.216444444,0.094614379,0.265769163,0.261820041
MGH143CD45neg_P10_E03,AC,MTC,0.106383598,0.067202614,0.135111111,0.029453333,0.040771242,0.159594771,0.116,0.569583333,0.181777778,0.183777778,0.082581699,0.26817915,0.26118865
MGH143CD45neg_P10_E04,AC,MTC,0.105917989,0.044732026,0.09496732,0.022973333,0.040575163,0.282222222,0.24151634,0.569716667,0.191581699,0.129529412,0.062875817,0.270678931,0.251873722
MGH143CD45neg_P10_E07,AC,MTC,0.105439153,0.060954248,0.135921569,0.016546667,0.077071895,0.153607843,0.106026144,0.531016667,0.246679739,0.212562092,0.106091503,0.265875602,0.24908998
MGH143CD45neg_P10_E09,AC,MTC,0.117820106,0.052222222,0.097366013,0,0.052771242,0.194346405,0.205934641,0.3355,0.159875817,0.151228758,0.125124183,0.272536575,0.246536299
MGH143CD45neg_P10_E10,AC,MTC,0.105140212,0.062287582,0.111313725,0.026813333,0.057581699,0.173294118,0.126849673,0.617516667,0.338464052,0.230287582,0.12827451,0.267582567,0.257551636
MGH143CD45neg_P10_E11,AC,MTC,0.111100529,0.051699346,0.138653595,0.026626667,0.057189542,0.147320261,0.192627451,0.5527,0.208856209,0.134163399,0.07345098,0.269760841,0.261854806
MGH143CD45neg_P10_E12,AC,MTC,0.102410053,0.044849673,0.167810458,0,0.025058824,0.185581699,0.273098039,0.598233333,0.190169935,0.083202614,0.03427451,0.270466491,0.249702965
MGH143CD45neg_P10_F01,AC,MTC,0.114759259,0.043568627,0.111019608,0.016706667,0.027477124,0.216614379,0.179503268,0.588408333,0.269359477,0.228379085,0.087607843,0.267842751,0.26780317
MGH143CD45neg_P10_F03,AC,MTC,0.123542328,0.05445098,0.128424837,0,0.043006536,0.351934641,0.179006536,0.552825,0.252732026,0.171934641,0.102117647,0.269233465,0.268425358
MGH143CD45neg_P10_F04,AC,MTC,0.115375661,0.03951634,0.187379085,0.03552,0.065830065,0.152130719,0.214627451,0.483033333,0.171607843,0.160568627,0.092006536,0.26803986,0.248304192
MGH143CD45neg_P10_F10,AC,MTC,0.112312169,0.035607843,0.145993464,0,0.039437908,0.212888889,0.22145098,0.6323,0.267098039,0.168405229,0.088267974,0.268161191,0.249656442
MGH143CD45neg_P10_F11,AC,MTC,0.107208995,0.05145098,0.181071895,0,0.022418301,0.13845098,0.194366013,0.695666667,0.249509804,0.167287582,0.066555556,0.269494525,0.254575665
MGH143CD45neg_P10_F12,AC,MTC,0.107531746,0.049137255,0.132627451,0.032426667,0.03951634,0.165346405,0.121960784,0.5621,0.202862745,0.190849673,0.102836601,0.264644328,0.257624233
MGH143CD45neg_P10_G01,AC,MTC,0.116185185,0.041620915,0.164823529,0.019706667,0.037947712,0.200542484,0.198803922,0.5548,0.15269281,0.170745098,0.094921569,0.272346912,0.251806748
MGH143CD45neg_P10_G02,AC,MTC,0.105386243,0.050784314,0.18979085,0,0.06620915,0.128013072,0.100235294,0.447616667,0.392248366,0.266496732,0.052562092,0.26490495,0.24968456
MGH143CD45neg_P10_G03,AC,MTC,0.10968254,0.034941176,0.13448366,0.02716,0.045464052,0.198117647,0.181830065,0.46335,0.194771242,0.167960784,0.068771242,0.264379325,0.246885481
MGH143CD45neg_P10_G04,AC,MTC,0.121048942,0.027058824,0.120470588,0,0.092039216,0.236830065,0.149418301,0.5042,0.138928105,0.176823529,0.088183007,0.270287341,0.264667178
MGH143CD45neg_P10_G06,AC,MTC,0.108280423,0.04454902,0.107359477,0,0.080339869,0.160326797,0.215503268,0.538658333,0.240130719,0.199058824,0.088418301,0.26644459,0.246368098
MGH143CD45neg_P10_G09,AC,MTC,0.116027778,0.05820915,0.125882353,0.027893333,0.02572549,0.333163399,0.218326797,0.518175,0.190934641,0.133437908,0.052078431,0.280190977,0.250560838
MGH143CD45neg_P10_G10,AC,MTC,0.110417989,0.027385621,0.098784314,0.021026667,0.043163399,0.17245098,0.073542484,0.321183333,0.205803922,0.220176471,0.098901961,0.270689882,0.253152352
MGH143CD45neg_P10_H01,AC,PPR,0.10576455,0.051751634,0.168718954,0,0.122091503,0.147248366,0.186464052,0.461008333,0.198980392,0.167960784,0.103686275,0.269835304,0.241804192
MGH143CD45neg_P10_H03,AC,MTC,0.101481481,0.067712418,0.15545098,0.01812,0.050732026,0.155633987,0.15972549,0.462183333,0.173411765,0.239934641,0.138326797,0.265963206,0.250663088
MGH143CD45neg_P10_H04,AC,MTC,0.101345238,0.055058824,0.125823529,0.016693333,0.028379085,0.170614379,0.110006536,0.507916667,0.212300654,0.168901961,0.094,0.265973719,0.245157975
MGH143CD45neg_P10_H06,AC,MTC,0.114261905,0.043751634,0.22379085,0.023853333,0.034705882,0.106418301,0.201352941,0.529033333,0.177542484,0.119633987,0.081267974,0.267450723,0.247363497
MGH143CD45neg_P10_H08,AC,MTC,0.131798942,0.06220915,0.138882353,0,0.034013072,0.212169935,0.263679739,0.567766667,0.174542484,0.129581699,0.093411765,0.271007008,0.240800102
MGH143CD45neg_P10_H10,AC,MTC,0.105863757,0.07703268,0.201581699,0,0.054960784,0.201588235,0.221424837,0.6434,0.239751634,0.150228758,0.103895425,0.268541831,0.247679959
MGH143CD45neg_P10_H11,AC,PPR,0.103427249,0.050366013,0.147777778,0,0.20727451,0.109189542,0.161464052,0.323866667,0.161738562,0.167339869,0.095575163,0.260289969,0.240269427
MGH143CD45neg_P10_H12,AC,MTC,0.101910053,0.075934641,0.183921569,0.018946667,0.05324183,0.149503268,0.251908497,0.611416667,0.211823529,0.152385621,0.081869281,0.270209812,0.252805726
MGH143CD45neg_P9_A01,AC,MTC,0.109896825,0.068313725,0.141647059,0,0.027411765,0.159124183,0.167895425,0.452658333,0.196013072,0.19779085,0.099712418,0.267667981,0.242164622
MGH143CD45neg_P9_A03,AC,MTC,0.116265873,0.05579085,0.139816993,0,0.032862745,0.218163399,0.223712418,0.64495,0.228823529,0.185398693,0.071856209,0.271939115,0.254674335
MGH143CD45neg_P9_A04,AC,MTC,0.107969577,0.074457516,0.184823529,0,0.063816993,0.164183007,0.194143791,0.512933333,0.130947712,0.160431373,0.072313725,0.266668857,0.244006135
MGH143CD45neg_P9_A05,AC,MTC,0.101793651,0.046052288,0.117921569,0.026253333,0.083895425,0.165856209,0.125647059,0.538641667,0.260490196,0.201856209,0.074862745,0.262424004,0.258485685
MGH143CD45neg_P9_A06,AC,MTC,0.113757937,0.078379085,0.144150327,0,0.050196078,0.221019608,0.166751634,0.611283333,0.255411765,0.179104575,0.084915033,0.269713535,0.25378272
MGH143CD45neg_P9_A07,AC,MTC,0.102123016,0.067503268,0.148039216,0,0.063202614,0.193294118,0.161137255,0.505983333,0.146457516,0.156718954,0.107215686,0.267107315,0.245895706
MGH143CD45neg_P9_A08,AC,MTC,0.115771164,0.075019608,0.151836601,0,0.023673203,0.254300654,0.326405229,0.406825,0.121673203,0.127437908,0.106372549,0.278533071,0.239675869
MGH143CD45neg_P9_A09,AC,MTC,0.108096561,0.057843137,0.15303268,0,0.044882353,0.142026144,0.230732026,0.555183333,0.217169935,0.178019608,0.085411765,0.27031406,0.247877301
MGH143CD45neg_P9_A10,AC,MTC,0.122134921,0.055084967,0.161071895,0.019293333,0.114947712,0.145934641,0.16048366,0.475483333,0.133614379,0.11603268,0.086823529,0.265203679,0.239890082
MGH143CD45neg_P9_B02,AC,MTC,0.105748677,0.055993464,0.122261438,0.021933333,0.112222222,0.150287582,0.158575163,0.617358333,0.242843137,0.182287582,0.066888889,0.267510293,0.250662065
MGH143CD45neg_P9_B04,AC,MTC,0.099867725,0.072522876,0.138614379,0.022586667,0.053830065,0.184973856,0.161934641,0.55805,0.250771242,0.203921569,0.084797386,0.270788874,0.247084867
MGH143CD45neg_P9_B06,AC,MTC,0.11021164,0.076248366,0.184196078,0.019253333,0.06069281,0.194111111,0.216418301,0.577666667,0.211921569,0.150326797,0.070457516,0.268398598,0.248119121
MGH143CD45neg_P9_B07,AC,MTC,0.107820106,0.06372549,0.154130719,0.025426667,0.033477124,0.195738562,0.263490196,0.565916667,0.183928105,0.171071895,0.070980392,0.271999124,0.253236708
MGH143CD45neg_P9_B11,AC,MTC,0.108988095,0.073614379,0.159405229,0,0.063254902,0.146993464,0.201091503,0.575,0.207137255,0.180156863,0.076732026,0.268320193,0.255497444
MGH143CD45neg_P9_C01,AC,MTC,0.10484127,0.073202614,0.162718954,0.02676,0.165228758,0.181176471,0.186379085,0.469775,0.174379085,0.191888889,0.103601307,0.267067893,0.240711145
MGH143CD45neg_P9_C02,AC,MTC,0.109903439,0.078013072,0.110666667,0,0.032143791,0.28020915,0.208810458,0.241983333,0.117581699,0.07430719,0.091339869,0.273797197,0.241676892
MGH143CD45neg_P9_C06,AC,MTC,0.114518519,0.04924183,0.092797386,0.033893333,0.065477124,0.118385621,0.132562092,0.577483333,0.217424837,0.163137255,0.099424837,0.266277705,0.266019427
MGH143CD45neg_P9_C07,AC,MTC,0.112005291,0.044287582,0.145830065,0,0.025058824,0.204176471,0.255235294,0.622033333,0.168614379,0.170875817,0.092941176,0.270062637,0.249671779
MGH143CD45neg_P9_C10,AC,MTC,0.105089947,0.054444444,0.162156863,0,0.097392157,0.156562092,0.145071895,0.482966667,0.197084967,0.165803922,0.080849673,0.264458169,0.243131902
MGH143CD45neg_P9_C11,AC,MTC,0.133779101,0.054065359,0.155372549,0.020213333,0,0.230392157,0.266196078,0.601266667,0.177601307,0.134183007,0.108143791,0.271806395,0.245978528
MGH143CD45neg_P9_C12,AC,MTC,0.116944444,0.063006536,0.136954248,0,0.031300654,0.300372549,0.27475817,0.6815,0.220915033,0.156084967,0.106418301,0.27516382,0.251552658
MGH143CD45neg_P9_D02,AC,MTC,0.106448413,0.06330719,0.173196078,0.01716,0.036640523,0.133424837,0.149986928,0.522833333,0.183738562,0.173764706,0.051490196,0.269878668,0.262226994
MGH143CD45neg_P9_D04,AC,MTC,0.10803836,0.055823529,0.183111111,0.025933333,0.036104575,0.249718954,0.184875817,0.68595,0.198718954,0.106248366,0.05945098,0.267235655,0.257080777
MGH143CD45neg_P9_D05,AC,MTC,0.114915344,0.049320261,0.140588235,0.02832,0.076862745,0.163464052,0.080052288,0.333116667,0.169098039,0.268313725,0.147660131,0.265729742,0.244734151
MGH143CD45neg_P9_D06,AC,MTC,0.10526455,0.062156863,0.100104575,0.016866667,0.037019608,0.19854902,0.125960784,0.365483333,0.159555556,0.199594771,0.098522876,0.274774858,0.254643149
MGH143CD45neg_P9_D07,AC,MTC,0.105195767,0.050836601,0.154215686,0,0.041895425,0.190732026,0.208712418,0.597883333,0.194326797,0.143320261,0.105973856,0.267901007,0.251935072
MGH143CD45neg_P9_D08,AC,PPR,0.109851852,0.06669281,0.112862745,0,0.182921569,0.156973856,0.187385621,0.5931,0.221686275,0.143640523,0.060535948,0.267174332,0.25077454
MGH143CD45neg_P9_D10,AC,MTC,0.109111111,0.071437908,0.155183007,0,0.069405229,0.189653595,0.18772549,0.710483333,0.255588235,0.159398693,0.041620915,0.266201489,0.255971881
MGH143CD45neg_P9_D12,AC,MTC,0.101473545,0.044235294,0.181013072,0.027173333,0.04524183,0.220052288,0.199777778,0.587291667,0.191111111,0.211830065,0.063594771,0.268912834,0.25093456
MGH143CD45neg_P9_E01,AC,MTC,0.110456349,0.073771242,0.141006536,0.027066667,0.040575163,0.219372549,0.227562092,0.439533333,0.151562092,0.182660131,0.118431373,0.271954446,0.256244376
MGH143CD45neg_P9_E02,AC,MTC,0.107494709,0.050039216,0.156686275,0,0.026444444,0.162562092,0.078862745,0.390316667,0.191928105,0.307673203,0.139908497,0.265536575,0.247757157
MGH143CD45neg_P9_E04,AC,MTC,0.103973545,0.062738562,0.171045752,0.019453333,0.132901961,0.194797386,0.189745098,0.459166667,0.157130719,0.116039216,0.051137255,0.266680683,0.243824131
MGH143CD45neg_P9_E07,AC,MTC,0.105970899,0.061568627,0.141699346,0,0.094183007,0.140627451,0.13869281,0.637683333,0.230437908,0.218954248,0.130418301,0.264856767,0.254474438
MGH143CD45neg_P9_E08,AC,MTC,0.114489418,0.071921569,0.132601307,0,0.022823529,0.129071895,0.187562092,0.534566667,0.254104575,0.16579085,0.065895425,0.266682435,0.253927403
MGH143CD45neg_P9_E09,AC,MTC,0.108481481,0.05951634,0.170882353,0,0.052130719,0.158444444,0.151607843,0.596441667,0.261869281,0.217045752,0.075568627,0.265850197,0.249165133
MGH143CD45neg_P9_E10,AC,MTC,0.108026455,0.072052288,0.10172549,0,0.045973856,0.21724183,0.249254902,0.592725,0.183333333,0.207071895,0.095163399,0.266893999,0.246044479
MGH143CD45neg_P9_E12,AC,MTC,0.107194444,0.074392157,0.135267974,0,0.066836601,0.183130719,0.165320261,0.364916667,0.148803922,0.139372549,0.08351634,0.270043802,0.242559816
MGH143CD45neg_P9_F06,AC,MTC,0.117955026,0.025071895,0.166058824,0,0.051679739,0.136601307,0.120954248,0.590783333,0.248562092,0.238888889,0.079771242,0.269695138,0.255356339
MGH143CD45neg_P9_F07,AC,MTC,0.125849206,0.051490196,0.107718954,0,0.038470588,0.165803922,0.276457516,0.547416667,0.200993464,0.143405229,0.071444444,0.274637757,0.245660532
MGH143CD45neg_P9_F08,AC,MTC,0.106973545,0.043542484,0.177888889,0,0.059287582,0.143392157,0.085477124,0.334416667,0.180235294,0.238849673,0.118287582,0.269067017,0.246812883
MGH143CD45neg_P9_F09,AC,MTC,0.110063492,0.080196078,0.08372549,0.027026667,0.042601307,0.200052288,0.170575163,0.550158333,0.260666667,0.194333333,0.069960784,0.268171704,0.253285787
MGH143CD45neg_P9_F10,AC,MTC,0.115214286,0.049320261,0.150718954,0,0.149542484,0.253908497,0.191816993,0.446666667,0.173359477,0.157673203,0.080810458,0.268314498,0.255008691
